Name,Address1,Address2,Area
Accenture,1 Grand Canal Square,,Dublin 2
Sun Shine House,139 Parnell Street,,Dublin 1
Roma Take Away,201 Le Fanu Road,Ballyfermot,Dublin 10
Mace,22 Errigal Road,Drimnagh,Dublin 12
Kildare Street and University Club,17 St. Stephen's Green,,Dublin 2
The Eleanora,149 Drimnagh Road,,Dublin 12
The Staircase Hostel,21 Aungier Street,,Dublin 2
Indian Curry Club,6 South William Street,,Dublin 2
The Stout Bar,82-84 Lower Rathmines Road,Rathmines,Dublin 6
Rico's Take Away,26a South Richmond Street,,Dublin 2
Far East Chinese Take Away,88 Shantalla Road,Beaumont,Dublin 9
Sanum Sweets Asian Buffet,35 Clanbrassil Street,,Dublin 8
The Coppinger Row Restaurant,1 Coppinger Row,,Dublin 2
Pifko Bar,41-43 Ushers Quay,,Dublin 8
Spar,199 Decies Road,Ballyfermot,Dublin 10
Spar,1 Lower Dorset Street,,Dublin 1
La Croissanterie,St Stephens Green SC,,Dublin 1
Full House Takeaway,60 Clanbrassil Street Lower,,Dublin 8
Taste Food Company,39-40 South William Street,,Dublin 2
Di Lucia's,201 Philipsburgh Avenue,,Dublin 3
Di Lucia's,Unit 4 Darndale Belcamp Centre,,Dublin 17
Di Lucia's,Priorswood SC,,Dublin 17
Byrne Wallace,2 Grand Canal Square,,Dublin 2
Spar,1 Sackville Court,Blessington Street,Dublin 1
St. Columba's Psychiatric Hostel,Armagh Road,Crumlin,Dublin 12
Hot Chilli Café Restaurant,Unit 3 Triangular Building,Richmond Street South,Dublin 2
The Cliff Town House,22 St Stephen's Green,,Dublin 2
Sbarro,"Kiosk 9, First Floor, Jervis Shopping Centre",125 Abbey Street Upper,Dublin 1
AIB Capital Markets,Block B Riverside4,Sir John Rogersons Quay,Dublin 2
The Big Chef,"31 Canal Walk, Parkwest Industrial Park",Killeen Road,Dublin 12
Boulevard Café,29 Exchequer Street,,Dublin 2
Momo's,40 Aungier Street,,Dublin 2
Perc-Up Café,St Stephens Green,,Dublin 2
Chuan City Chinese Restaurant,2-4 Longmile Road,Walkinstown,Dublin 12
Old Bank Café,Fitzwilliam Hall,Fitzwilliam Place,Dublin 2
O'Briens,Ground Floor,St Stephens Green Centre,Dublin 2
Long Mile Inn,Long Mile Road,,Dublin 12
Bagel Factory,Jervis Food Court,Jervis Shopping Centre`,Dublin 1
Aviva Stadium,62 Lansdowne Road,,Dublin 4
La Croissanterie,Jervis Food Court,Jervis Shopping Centre,Dublin 1
La Vita Café,77a Upper Dorset Street,,Dublin 1
Rusticstone,17 South Great Georges Street,,Dublin 2
Moonstar Café,Unit 20 Epicurean Food Hall,Liffey Street,Dublin 1
New Mandarin Chinese Takeaway,76 Malahide Road,Marino,Dublin 3
M & M Bites,Unit 1A Killeen Industrial Park,Killeen Road,Dublin 10
Ristorante Romano,12 Capel Street,,Dublin 1
Ephesus Kebab & Pizza House,20 Capel Street,,Dublin 1
The Chapterhouse Café,"The Writers Museum, 18 Parnell Square",,Dublin 1
Morrison Hotel,Lower Ormond Quay,,Dublin 1
Isaac's Deli,5/6 Frenchman's Lane,,Dublin 1
Centra,149 Phibsboro Road,,Dublin 7
O'Briens Sandwich bar,9B Lower Abbey Street,,Dublin 1
Centra,355 Ballyfermot Road,Ballyfermot,Dublin 10
Darwins Restaurant,80 Aungiers Street,,Dublin 8
Tandoori Bite,21 South Richmond Street,,Dublin 2
Irish Museum of Modern Art,Military Road,Kilmainham,Dublin 8
Ten Thousand Asian Restaurant,38 Middle Abbey Street,,Dublin 1
Anam Cara Housing With Care,St Canices Road,,Dublin 11
Meghna Tandoori,8-12 Terenure Place,Terenure,Dublin 6W
Bistro Bianconi,12 Ranelagh,,Dublin 6
Google,1 Grand Canal Plaza,Grand Canal Street,Dublin 2
Daybreak Patrick Street,Unit 5-6 Ardilaun Court,Patrick Street,Dublin 8
Wak Inn Noodle Bar,45 Lower Stephens Street,,Dublin 2
Bondiola Argentina,53 Haddington Road,,Dublin 4
Zaika,37 Lower Stephens Street,,Dublin 2
Spar,23-25 Rathmines,Rathmines,Dublin 6
Centra,69 Cromcastle Road,Coolock,Dublin 17
Superquinn,Heuston South Quarter,St Johns Road East,Dublin 8
Fior Fiore Café,61 Bolton Street,,Dublin 1
New Chai Yo Asian Restaurant,100 Lower Baggot Street,,Dublin 2
Yu Café & Restaurant,30 James's Street,,Dublin 8
Indian Curry Club,201 Emmet Road,Inchicore,Dublin 8
Centra,Coultry Way,Santry Avenue,Dublin 9
Hansung Foods,22 Strand Street Great,,Dublin 1
Posh Nosh,22 Fassaugh Ave,Cabra,Dublin 7
The Old Storehouse,3 Crown Alley,Temple Bar,Dublin 2
Rice Land,17B Main Street,Raheny,Dublin 5
Dublin City Council Water Services Division,68-70 Marrowbone Lane,,Dublin 8
JL's Café,4/4A Abbey Street Upper,,Dublin 1
The Mongolian Bar,7 Angelsea St,Temple Bar,Dublin 2
The Good Bits,1 Store Street,,Dublin 1
The Market Place Restaurant,88-95 Grafton Street,,Dublin 2
The Bagel Bar,Unit 70 Ilac Centre,,Dublin 1
Spire Newsagent & Deli,35 Upper O'Connell Street,,Dublin 1
Little Bites,Novum Building,Clonshaugh Industrial Estate,Dublin 17
Keng Seng Chinese Take Away,447 South Circular Road,Rialto,Dubin 8
New China House,4 Clanbrassil Street Upper,,Dublin 8
Spar,133 Galtymore Road,Drimnagh,Dublin 8
Pfizer Shared Services,The Watermarque,Ringsend,Dubiln 4
Briodys Pub,97 Marlborough Street,,Dublin 1
O'Briens Sandwich Bar,10 Harcourt Street,,Dublin 2
Lee Kee Restaurant,100A Parnell Street,,Dublin 1
Dall'italiano,1-2 Finglas Road,Harts Corner,Dublin 11
Mizzoni's Pizza & Pasta,191 Emmet Road,Inchicore,Dublin 8
Asian Fusion,Unit 12 Epicurean Food Hall,Liffey Street,Dublin 1
Hannigans Parkwest,"Unit 10, 71A The Plaza",Parkwest,Dublin 12
RDH Cuisine,93 Terenure Road North,Terenure,Dublin 6
Pig and Heifer,6 Guild Court,Amiens St,Dublin 1
Aspect Hall,Park West Business Park,Nangor Road,Dublin 12
Shing Kee,281 Richmond Road,Fairview,Dublin 3
Crumlin Chinese Takeaway,1B At Agnes Road,Crumlin Village,Dublin 12
Locks Brasserie,1 Windsor Terrace,Portobello,Dublin 8
Amberley Guesthouse,34 Lower Gardiner Street,,Dublin 1
W. J. Kavanaghs,4/5 Lower Dorset Street,,Dublin 1
Copan,304 Lower Rathmines Road,Rathmines,Dublin 6
Zagros,18 Blessington Street,,Dublin 7
Excellent Chinese Take Away,6 Errigal Road,Drimnagh,Dublin 12
O'Briens Sandwich Café,111 Lower Baggot Street,,Dublin 2
Brambles Café Bistro,102-104 Terenure Road North,,Dublin 6w
Hugh Lane Gallery,Parnell Square,,Dublin 1
Flaming Wok,24 Fairview Strand,Fairview,Dubin 3
Avoca,11-13 Suffolk Street,,Dublin 2
Chasers Pub,308 Ballyfermot Road,,Dublin 10
McDonalds,Unit 67 Ilac Centre,,Dublin 1
McDonalds,14/16 Mary Street,,Dublin 1
Macari's,"1b-1c Plaza, Shangan Road",Ballymun,Dublin 11
La Boulangerie Coffee Shop,38 Aungier Street,,Dublhin 2
JD's Steakhouse,4 Rathfarnham Road,Terenure,Dublin 6w
The Rite Bite,2 Coolfan Cottages,Old Naas Road,Dublin 12
Taste of Everest,17a Lower Baggot Street,,Dublin 2
McLoughlins Butchers,304 Ballyfermot Road,,Dublin 10
Door 51,51 Ranelagh,Ranelagh,Dublin 6
Akanchawas Honey Pot,130 Parnell Street North,,Dublin 1
Camile Thai,143a Phibsborough Road,,Dublin 7
Spar,1-2 Chambers Guild,James Street,Dublin 8
Café Bell,St Teresa's Courtyard,Clarendon Street,Dublin 2
The Sussex Restaurant,8/9 Sussex Terrace,Leeson Street,Dublin 2
O'Connells Restaurant,133 Morehampton Road,Ballbridge,Dublin 4
Supermacs Restaurant,Unit 7 Walkinstown Mall,Walkinstown Road,Dublin 12
Thunderroad Café,57 Fleet Street,,Dublin 2
Feng Shou Chinese Take Away,107b Malahide Road,Donnycarney,Dublin 3
Kafka Café Bar,236 Lower Rathmines Road,Rathmines,Dublin 6
Good Luck Chinese Take Away,37 Emmet Road,Inchicore,Dublin 8
Egans House,7-9 Iona Park,Glasnevin,Dublin 9
Rimini Take Away,392 Collins Avenue,Whitehall,Dublin 9
The Tasty Chinese Take-away,71 Thomas Street,,Dublin 8
Pablo Picante,4 Clanderon Market,,Dublin 2
Madigans,19 O'Connell Street,,Dublin 1
Luigi's Take Away,9 Northstrand Road,,Dublin 1
Eurospar Inchicore,The Tramyards,Inchicore,Dublin 8
Indie Spice,23-24 Sandymount Village,Sandymount,Dublin 4
Nyonya Restaurant,76 Dame Street,,Dublin 2
Restaurant Royale,15 Upper Stephen Street,,Dubin 2
The Cat & Cage Pub,74 Drumcondra Road Upper,,Dublin 9
Long Thanh,14 Northstrand Road,,Dublin 1
Costa,3 College Green,,Dublin 2
The Cottage Inn,Bluebell Avenue,Bluebell,Dublin 12
Café Fresh,Top Floor Powerscourt Townhouse Centre,,Dublin 2
Superquinn,Orwell Road,Rathgar,Dublin 6
Viva Espana,Unit 6-7 Epicurean Food Hall,Middle Abbey Street,Dublin 1
Beijing Chinese Buffet,74 Talbot Street,,Dublin 1
Dax Café Bar,23 Pembroke Street Upper,,Dublin 2
Bord Gais Energy,1 Warrington Place,,Dublin 2
Saagar Indian Restaurant,16 Harcourt Street,,Dublin 2
Luigi Malones,5-7 Celia Street,Temple Bar,Dublin 2
Fortes,17 Prospect Road,Glasnevin,Dublin 9
Dakshin,22/24 Donnybrook Road,Donnybrook,Dublin 4
Munchies,164A Lower Baggot Street,,Dublin 2
Hot Wok,2 North Earl Street,,Dublin 1
Centra Drimnagh,10 Errigal Road,Drimnagh,Dublin 12
Havilah African Kitchen,197 Emmet Road,Inchicore,Dublin 8
Militti Take Away,22a Fassaugh Avenue,Cabra,Dublin 7
The Granary Café,"Unit 1 The Granary, 20 Cecilia Street",Temple Lane South,Dublin 2
Mitsuba Japanese Restaurant,154 Parnell Street,,Dublin 1
Café Di Napoli,41 Westland Row,,Dublin 2
Limetree Café,Kilmainham Square,Inchicore Road,Dubin 8
La Bodega Tapas & Vinos,93 Ranelagh Road,,Dublin 6
Busyfeet & Coco Café,41-42 South William Street,,Dublin 2
161 Café Bistro,161 Upper Rathmines Road,Rathmines,Dublin 6
Country Café,16 Upper Ormond Quay,,Dublin 1
Leo Burdocks,4 Crown Alley,Temple Bar,Dublin 2
Drimnagh Take Away,33 Benbulbin Road,Drimnagh,Dublin 12
Chiefs Café,Unit 8 Omni Park Shopping Centre,Santry,Dublin 9
Tippenyaki Restaurant,39-40 Castlewood Avenue,Rathmines,Dublin 6
The Hill Top,131 Thomas Street,,Dublin 8
Matt the Threshers,31-32 Lower Pembroke Street,,Dublin 2
Pizza Hut,Unit 3 Malpas Court,Lower Clanbrassil Street,Dublin 8
Kays Real Chefs Real Food Ltd,First Floor,Donaghmede Shopping Centre,Dublin 13
Noel Comer (The 31),31 Leeson Close,,Dublin 2
National College of Art & Design,100 Thomas Street,,Dublin 8
P Borza Fine Fast Food,17 Cornmarket,Christchurch,Dublin 8
Daybreak Sillogue Neighbourhood,Sillogue Road,Ballymun,Dublin 11
Calimero Café,The Waterfront,Hanover Quay,Dublin 2
Miami Takeaway,79 Glasnevin Avenue,,Dublin 11
NYPD,353 Ballyfermot Road,,Dublin 10
Hao Thai Noodle Bar,185 Townsend Street,,Dublin 2
The Rathgar,108 Rathgar Road,,Dublin 6
The Unicorn Food Emporium & Café,12B Merrion Court,Merrion Row,Dublin 2
Spice 'n' Sugar,38 Aungier Street,,Dublin 2
Il Segreto,13a Merrion Row,,Dublin 2
Emperor Restaurant & Café,138 Parnell Street,,Dublin 1
Newman House,85-86 St. Stephens Green,,Dublin 2
The Cedar Tree Restaurant,11 St Andrews Street,,Dublin 2
Bel and Bellucci,22-30 Merrion Road,Ballsbridge,Dublin 4
Certus,124-127 St Stephens Green,,Dublin 2
Hole in the Wall,Blackhorse Avenue,,Dublin 7
Kilronan House,70 Adelaide Road,,Dublin 2
Don Mimi Pizzeria & Deli,148 North Strand Road,,Dublin 3
The Food Gallery,84 Thomas Street,,Dublin 8
Spar,Unit 4,35/41 Parnell Street,Dublin 1
Antonio's,151 Drimnagh Road,,Dublin 12
O'Sheas Hotel,19 Talbot Street,,Dublin 1
Ochos,53 Ranelagh Village Dublin 6,,Dublin 6
Snax in the City,81 Aungier Street,,Dublin 2
Mao,2-3 Chatham Row,,Dublin 2
HIS Food,Moore Street Mall 56-66 Parnell Street,,Dublin 1
Centra,"Unit 14 Greendale Shopping Centre, Greendale Road",Kilbarrack,Dublin 5
Centra,Edenmore Shopping Centre,Edenmore,Dublin 5
Centra,85 Rosemount Avenue,Artane,Dubin 5
Centra,5 Kilbarrack Road,,Dublin 5
Al Khair Restaurant,163 South Circular Road,,Dublin 8
Artizan Food Co.,Bridge House,Baggot St Bridge,Dublin 4
Artizan Food Co.,5 Lower Leeson Street,,Dublin 2
O'Briens Sandwich Bar,53 Thomas Street,,Dublin 8
O'Briens Sandwich Bar,Lee Road,Dublin Industrial Estate,Dubin 11
Crunch Café,10A Aungier Street,,Dublin 2
Maharajah,58 Clontarf Road,,Dubin 3
Leisureplex,Malahide Road,Coolock,Dublin 17
City News,Unit 7 GPO Arcade,Henry Street,Dublin 1
Fothergills,141 Rathmines Road Upper,,Dublin 6
Gibsons,17 Wicklow Street,,Dublin 2
Bite of Life Food Co.,55 Patrick Street,,Dublin 8
Phoenix Café,Phoenix Park,,Dublin 8
Ma's Kitchen,58 Fassaugh Ave,Cabra West,Dublin 7
Pips Place,1 Upper Rathmines Road,,Dublin 6
Metro Hotel Dublin Airport,Santry Cross,Ballymun,Dublin 9
Cobalt Café,16 North Great Georges Street,,Dublin 1
Spice Guru,64 Rathgar Avenue,Rathgar,Dublin 6
Admiral Restaurant,"Q Park, Marlborough Street",,Dublin 1
O'Briens Sandwich Bar,Unit 4 Parkwest Business Park,Parkwest,Dublin 12
Waterloo House,8 Waterloo Road,Ballsbridge,Dublin 4
Dandelion Bar & Club,"Unit 5B, 130-133 St Stephens Green West",,Dublin 2
Old Town Café  Noodle Box,32 Wexford Street,,Dublin 2
The Halfway House,Navan Road,Ashtown,Dublin 7
Brasserie Le Pont,25 Fitzwilliam Place,,Dublin 2
MC Catering Services,Unit 14 Ballymun Town Centre,,Dublin 11
Four Courts Hostel,15-17 Merchants Quay,,Dublin 8
Café Seven,7 St Andrew Street,,Dublin 2
The Butcher Grill,92 Ranelagh,,Dublin 6
Riva Café,53 Rathgar Ave,,Dublin 6
Kellys Mini Market,117 Old County Road,Crumlin,Dublin 12
Delhi O'Deli,12 Moore Street,,Dublin 1
"Cloud 9 Café, Google Montevetro",Barrow Street,,Dublin 4
Arisu Korean Restaurant,119 Capel Street,,Dublin 1
Wok Cuisine,6 Coolock Village,,Dublin 5
Voila,14 Lower Baggot,,Dublin 2
Taste of Brazil,32 Parliament Street,Temple Bar,Dublin 2
Fans of Food,16 Harcourt Road,,Dublin 2
Wok and Go,90-91 Marlborough Street,,Dublin 1
St Josephs Hospital,Springdale Road,,Dublin 5
Maguires,109 Grafton Street,,Dublin 2
Enoteca Torino,Grattan Crescent,Inchicore,Dublin 8
Enoteca Asti,Behan Square,Russell Street,Dublin 1
Isaacs Hostel,2/5 Frenchman's Lane,,Dublin 1
Tian Yuan Restaurant,106 Parnell Street,,Dublin 1
Abrakebabra,16 Westmoreland,,Dublin 2
Café Aroma,10 GPO Arcade, Henry Street,Dublin 1
Café Aroma,84 Middle Abbey Street,,Dublin 1
Breakfast at Tiffany's,255 Crumlin Road,Crumlin,Dublin 12
Ryan's Café,50 Nore Road,,Dublin 11
Francis Shopper,95 Francis Street,,Dublin 8
Lyndon Guesthouse,26 Gardiner Place,,Dublin 1
Milano,62 Ranelagh Road,,Dublin 6
Lynams Hotel,63/64 O'Connell Street,,Dublin 1
O'Briens Merrion Row,19 Merrion Row,,Dublin 2
KC Peaches,28/29 Nassau Street,,Dublin 2
Dublin City Inn,95-98 Talbot Street,,Dublin 1
Le Bon Crubeen,81-82 Talbot Street,,Dublin 1
Maguires Food Store,"Unit 7, Town Centre",Finglas,Dublin 11
Peking Palace,139 Parnell Street,,Dublin 1
BG Café & Deli,66B Pearse Street,,Dublin 2
Janis Takeaway,143 Church Road,East Wall,Dublin 3
The Schoolhouse Hotel Limited,2-8 Northumberland Road,Ballsbridge,Dublin 4
Mulberry Garden,Mulberry Lane,Donnybrook,Dublin 4
Costa Coffee,1 Dawson Street,,Dublin 2
Harrys on the Green,South King Street,,Dublin 2
Toni's Takeaway,95 Emmet Road,Inchicore,Dublin 8
Toni's Takeaway,161a James Street,,Dublin 8
Dall'italiano,"Harts Corner, 1-2 Finglas Road",Glasnevin,Dublin 11
The Pepper Pot Café,Unit 22 Powerscourt Townhouse,South William Street,Dublin 2
West Lake Chinese & Thai,6 Drumfinn Park,Ballyfermot,Dublin 10
O'Briens Irish Sandwich Bar,Unit 33 Omni Park Shopping Centre,Santry,Dublin 9
Abrakebabra,4 Upper Drumcondra Road,,Dublin 7
The Hub Restaurant,"St Agnes Road, Windmill Road",Crumlin Village,Dublin 12
Mahers Centra,144 Sundrive Road,Crumlin,Dublin 6
Kennys Centra,314 Lower Kimmage Road,,Dublin 6W
Against The Grain,11 Wexford Street,,Dublin 2
Credit Suisse,"Kilmore House, Park Lane","Spencer Dock, North Wall",Dublin 1
Nellys,12 South Circular Road,,Dublin 8
Xtra Mart,53 Mary Street,,Dublin 8
Spar Kenilworth,Harolds Cross Road,Harolds Cross,Dublin 6w
Catherdral Café,2 Dean Street,,Dublin 8
Coffee To get her,11/12 South Richmond Street,,Dublin 2
Tolteca,38 Upper Baggot Street,,Dublin 4
Hui Kee,52 Bulfin Road,Inchicore,Dublin 8
Applewoods Café,1 Werburgh St,Christchurch,Dublin 8
O'Reillys of Temple Bar,22 East Essex Street,Temple Bar,Dublin 2
Di Fontaines Pizzeria,22 Parliament Street,,Dublin 2
Mace,"Unit 4, 6-11 Lower Kevin Street",,Dublin 8
Paddy's Palace,5 Beresford Place,Lower Gardiner Street,Dublin 1
Mace,St Patricks Court,Clanbrassil Street,Dublin 8
Thai Orchid,7 Westmoreland Street,,Dublin 2
Roma Florino,22 Crumlin Road,,Dublin 12
New Park Takeaway,87 Summerhill,,Dublin 1
The Bakehouse,6 Bachelors Walk,,Dublin 1
Pizza Hut Deliveryb,Unit 11 Kilbarrack Shopping Centre,Kilbarrack,Dublin 5
Benny's Chicken,34 Bolton Street,,Dublin 1
Mes Amis,37 Upper Abbey Street,,Dublin 1
Saga Restaurant,49 Dorset Street Lower,,Dublin 1
Delicate Essence,90 Terenure Road North,,Dublin 6w
Mace,Kilbarrack Shopping Centre,Grange Park,Dublin 5
Brambles,Jervis Street Shopping Centre,Jervis Street,Dublin 1
Lovin Catering,49 Francis Street,,Dublin 8
Coyles,11 Drumfinn Park,Ballyfermot,Dublin 10
Subway,"Unit 10, GPO Arcade",Henry Street,Dublin 1
Diep at Home,19 Drumcondra Road Lower,,Dubln 9
Di Angelos,Unit 8-9 Kilbarrack Shopping Centre,Kilbarrack,Dublin 5
Fusion Bistro Sandymount,82 Irishtown Road,Sandymount,Dublin 4
Taco Taco,Unit 19 Epicurean Food Hall,Liffey Street Lower,Dublin 1
Millenia Take Away,133 Parnell Street,,Dublin 1
La Boulangerie,47 Bulfin Road,,Dublin 8
La Boulangerie,6-7 Chatham Street,,Dublin 8
La Boulangerie,465 South Circular Road,Rialto,Dublin 8
La Boulangerie,10 Camden Street Upper,,Dublin 2
Rigbys Deli & Dining Room,126 Upper Leeson Street,,Dublin 4
Joe's Village Kitchen,19c Main Street,,Dublin 5
Subway,140 Phibsborough Road,,Dublin 7
Carrick Hall Hotel,69 Orwell Road,Rathgar,Dublin 6
Kokonut,Long Mile Road,,Dublin 12
Spar,44 Philipsburgh Avenue,Fairview,Dublin 3
Nolans Food Fare,"Unit 2, Terenure Village Centre",Terenure,Dublin 6w
Power Curry Chinese Takeaway,"Unit 2, Edenmore Shopping Centre",Raheny,Dublin 5
Pizza Max,131 East Wall Road,,Dublin 3
Boojum Prep Kitchen,Unit 9 Finglas Business Park,Tolka Valley Road,Dublin 11
Little Jerusalem,3 Wynnefield Road,Rathmines,Dublin 6
Quigley's,Unit 8&9 Ilac Cantre,,Dublin 1
O'Briens Sandwich Bar,"Unit 45, Northside Shopping Centre",Coolock,Dublin 17
Toni's Diner,"Unit 1 Harcourt Hall, Charlotte Way",Camden Street,Dublin 2
Peppino,46 Bolton Street,,Dublin 1
D2 Coffee House,7 Georges Quay,,Dublin 2
McHugh's Wine & Dine,59 St Assam's park,Raheny,Dublin 5
Olive Café,Fumbelly Square,Fumbelly Lane,Dublin 8
Esquires Coffee House,Northside Shopping S.C.,Coolock,Dublin 17
3FE,32/34 Lower Grand Canal St,,Dublin 2
Sunkist Takeaway,113 Clonskeagh Road,Clonskeagh,Dublin 6
Kenny's,174 James St,,Dublin 8
New Victoria Asian and European Cuisine,51 Upper Dorset Street,,Dublin 1
Pitta Pan,50 Bolton Street,,Dublin 1
Apache Pizza,112B Sundrive Road,,Dublin 12
Juno's Café,28 Parkgate Street,,Dublin 8
Golden Beach Supermarket,137 Parnell Street,,Dublin 1
Pizza Hut Delivery,141 Upper Leeson Street,,Dublin 4
Natural Spice,Unit 9 Dunnes Shopping Centre,,Dublin 11
New China Palace Takeaway,6 Main Street,Finglas,Dublin 11
Colaiste Dhulaigh CFE,Barryscourt Road,Coolock,Dublin 17
Perk-u-licious,27 Maint Street,Raheny,Dublin 5
Double T Café,Joyce's Walk,Talbot Street,Dublin 1
Zen Wei Ton,13 Prospect,Harts Corner,Dublin 9
Courts Coffee Shop,29 Merchants Quay,,Dublin 8
Coffee Co,13 Dame Street,,Dublin 2
O'Neills,184 South Circular Road,,Dublin 8
Malones,34 Dame Street,,Dublin 2
The Dining Room,35 Dawson Street,,Dublin 2
Flame's Hut,2 Old Cabra Road,,Dublin 7
New Bamboo Chinese Takeaway,109a Ranelagh Village,,Dublin 6
Russo's Restaurant,18 Dame St,,Dublin 2
Subway,"Unit 14, Omni Park Shopping Centre",Santry,Dublin 9
The Oriental Café,12-13 South Great Georges Street,,Dublin 2
Bleecker Street Café Bar,68 Upper Dorset Street,,Dublin 1
Stationary Super Star,23 Bishops Street,,Dublin 8
Pig and Heifer,2 Charlotte Way,Harcourt Hall,Dublin 2
Downstairs @ Gilbert & Wright,Hollybrook Park,Clontarf,Dublin 3
The Lovely Food Company,14 Terenure Road West,Terenure,Dublin 6w
Cuong Manh Dam,62 Phibsborough Road,,Dublin 7
Mint Cottage,2A Main Street,Raheny,Dublin 5
Jay Garden,34A Fassaugh Ave,Cabra,Dublin 7
J's Noodle & Sushi House,1 Poolbeg Street,,Dublin 2
D Café,92 East Wall Road,East Wall,Dublin 3
Chess,Unit 12 Park Shopping Centre,Prussia Street,Dublin 7
Nando's,11-12 St Andrew Street,,Dublin 2
Curry 'n' Grill,6 Dolphins Barn,,Dublin 8
Wok on Inn,16 Amiens Street,,Dublin 1
Red Rose Café,23c Dawson Stre-et,,Dublin 2
Brendan's Coffee Shop,10-11 Marys Lane,,Dublin 7
Raya Café,122 Church Street,,Dublin 7
Fixx Coffeehouse,13-17 Dawson Street,,Dublin 2
Subway,5 Lower Merrion Street,,Dublin 2
O'Briens,53 Grafton Street,,Dublin 6
Spar,23 Baggot Street Upper,,Dublin 4
Burritos & Blues,4 Mayor Street,,Dublin 1
Wok in a Box,107A Parnell Street,,Dublin 1
The International Bar,23 Wicklow Street,,Dublin 2
Spar,Lower Mount Street,,Dublin 2
Costcutter Express,31-36 Upper Ormond Quay,,Dublin 1
Rhubarb Food & Wine Co,18A Lower Pembroke St,,Dublin 2
Lasani,Unit 3 Moore Mall,Moore Street,Dublin 1
Chans Chinese Takeaway,Unit 3 Supervalu Shopping Centre,Lorcan Avenue,Dublin 9
Excellent Fried Chicken,1B St Agnes Road,Crumlin,Dublin 12
KCR Garage,140 Terenure Road,,Dublin 6W
3 Sixty 5 African Restaurant,15/16 Sampson Lane,,Dublin 1
Subway,8 Baggot Street,,Dublin 2
Café Madeleine,1A Richmond Road,Drumcondra,Dublin 9
Lin Kee Takeaway,84 Ballymun Road,,Dublin 9
Sound Bites,6-8 Wicklow Street,,Dublin 2
Insomnia Rathmines,312 Lower Rathmines,,Dublin 6
Insomnia Ballsbridge,18 Merrion Road,,Dublin 4
Insominia St Stephens Green,4 St Stephens Green,,Dublin 2
Insominia Nassau Street,42/43 Nassau Street,,Dublin 2
Insominia Pembrooke,1A Lower Pembrooke Street,,Dublin 2
Insominia Sth Leinster St,2 Leinster St,,Dublin 2
Insominia Abbey Street,28-30 Upper Abbey Street,,Dublin 1
Insominia Liffey Street,20 Liffey Street,,Dublin 1
Insominia Wexford Street,8-9 Wexford Street,,Dublin 2
Insominia Charlotte Way,4 Harcourt Street,,Dublin 2
Insominia Donnybrooke,77 Morehampton Road,,Dublin 4
Insominia Baggot Street,20 Baggot Street,,Dublin 2
Insominia Dawson Street,51A Dawson Street,,Dublin 2
Insominia Baggot Street,15 Baggot Street,,Dublin 2
Golden Grain Chinese Takeaway,151 Killester Avenue,Killester,Dublin 5
Viking Lodge Hotel,34/36 Francis Street,,Dublin 8
Indian Curry House,14 main Street,Finglas,Dublin 11
Nando's,51/52 Mary Street,,Dublin 1
Café H,Unit 3A Grand Canal Square,,Dublin 2
Roma Takeaway,11 Cardiffsbridge Road,,Dublin 11
Salt & Pepper,201 Emmet Road,Inchicore,Dublin 8
Inchicore Inn Chinese Takeaway,7A Tyrconnell Road,Inchicore,Dublin 8
Super Valu,14-18 Aston Quay,,Dublin 2
The Bailey Bar,1-4 Duke Street,,Dublin 2
Emerald Court,11 Ranelagh Village,,Dublin 6
Full House Catering,58-59 Middle Abbey Street,,Dublin 1
Fryery,15-21 Ushers Quay,,Dublin 8
Bridge Bar & Grill,"The Malting Tower, Clanwilliam Tce",Grand Canal Quay,Dublin 2
O'Rourke's,32 Bridgefoot Street,,Dublin 8
Havilah African Kitchen,"Unit 3B, 130 Parnell Street",,Dublin 1
Borza,10 La Touche Road,Bluebell,Dubin 12
The Czech Inn,Exchange Street,Off Parliament Street,Dublin 2
The Gingerman,39-40 Fenian Street,,Dublin 2
Canaletto,71 Mespil Road,,Dublin 4
The Cake Café,Daintree Building,Pleasants Place,Dublin 8
Cat & Cage,74 Upper Drumcondra Road,,Dublin 9
Fresh The Good Food Market,74 Northern Cross,,Dublin 17
Trappola Pizza,107c Malahide Road,Donnycarney,Dublin 3
Centra Pearse Street,97/98 Pearse St,,Dublin 2
Urban Picnic,"Hanover Reach, 5-7 Hanover Quay",,Dublin 2
Royal City,71 North Strand Road,,Dublin 3
Whelan's Deli,302 Ballyfermot Road,,Dublin 10
San Lorenzo's,9 Castle House,South Great George's St,Dublin 2
Insomnia Coffee Company,CHQ Custom House Quay,,Dublin 1
Insomnia Coffee Company,IFSC 2 Lower Mayor Street,,Dublin 1
Siam Thai To Go,12 Ranelagh Village,Ranelagh,Dublin 6
Neon,17 Camden Street Lower,,Dublin 2
The Counter,20 Suffolk Street,,Dublin 2
Bella Cuba Restaurant,11 Ballsbridge Terrace,`,Dublin 4
Pizza Hut Killbarrack,11 Killbarrack Shopping Centre,,Dublin 5
Bewleys Hotel Ballsbridge,Merrion Road,Ballsbridge,Dublin 4
Centra Rathmines,"Unit 1, 280 Rathmines Road Lower",,Dublin 6
Gabi Catering Company,St Martins House,Waterloo Road,Dublin 4
Jimmy Chungs Chinese Buffet,8 Eden Quay,,Dublin 1
